In_0	In_1	In_2	In_3	In_4	In_5	
26373.232282822857	144771.63593497526	122124.9436960581	141729.5423877724	119135.39087516475	101702.55186597428	
806.0004778497297	42125.76232487756	24389.27900391142	19894.692449100865	18117.505086569177	177461.09766171817	
1514.5977319018862	130688.6291085598	236607.44796647798	160073.41307731048	227821.3503122821	220176.97639087506	
56179.04460940735	137349.64033672446	102261.90406125046	95561.76503789843	87585.02988067892	153525.71148782852	
13003.929037103158	169859.6076570957	260431.20167953512	243015.8711332466	180578.1733554021	227102.24481980392	
35886.58752118048	202787.6746064848	132323.62233443686	132777.165002183	181996.51037184286	263433.0266323529	
86397.23101368989	254625.94722773854	222972.18034562145	262071.55653026482	334431.19741525844	264416.5262756635	
63.90174750436991	45652.989265610006	102685.94397605605	159738.8864651776	159001.17481588846	137013.07043387575	
2623.342115707246	51544.24370836752	80702.3966773062	118030.67471923742	177127.79127242827	219700.9627781734	
147739.2869200074	229200.5618892953	266616.6022072599	273986.9056462841	245401.93352073038	303508.3358142554	
1011.347817970186	11463.919854059588	131336.5408823711	109724.84061283714	82343.6754552785	75776.22449639782	
60462.57422177828	221219.24164431592	152945.40147976624	146999.26563227997	133151.10983622228	198437.46457792676	
147869.62899590953	201274.074999226	226415.0963373741	212954.9130032394	336805.3963072269	292801.5916911521	
239336.61877356953	359241.2166098266	340709.0271917287	365433.9993612175	334872.33401324943	360669.04935794073	
5864.63336420076	73715.2802275745	139769.52552108534	100643.56077074254	148214.89772410571	174209.51441027268	
17046.543521343647	20551.403662750592	85617.06195125356	129931.86020470945	208633.10989123816	176044.09121860605	
39540.56835661735	55257.933533155345	54372.684123202795	59880.960786729345	62034.42866504586	162869.43310923388	
2216.550372002061	192119.92633682134	128663.51372171298	146582.34996502442	136854.6024265866	213310.9999467915	
18205.24365309856	81706.15882025658	154781.67312190172	214649.90205005844	233709.17859304094	228414.5857870213	
128872.84485830214	197185.96028896197	204432.26016645474	313425.8993907957	391437.5307205619	334870.1461846413	
37901.19995494012	225739.54628668958	210382.6930902329	247356.4368929549	288380.94259102247	232482.4926802416	
16025.472632658117	71697.80553949975	82494.13360971176	57269.610166326966	91629.83901380097	76043.20452022555	
2382.1861414523546	27450.626638457255	69234.18261127046	58927.43636098875	51150.935269776266	47448.30438358281	
10048.564543497403	16655.171310631515	14722.509232335035	45437.913457467075	171273.7709215578	180811.0468420851	
71.99472540725056	127667.97802034425	226943.25530788774	200402.2349762521	286285.70882984664	211769.77991261333	
19483.885141137718	225294.53932748636	245928.89436757794	190083.2385272861	166139.62619414483	161252.52798620748	
160306.4078851234	218670.05315392418	354568.0343575786	298202.00332919584	276198.1920893153	260624.48448690484	
134658.50885249174	186036.24347992585	270268.7037007908	275375.6449337603	375833.18047594937	423837.7636710071	
42978.39815640658	171912.6505529824	121742.66799902095	227468.97550993063	180947.83175588932	160826.8466883678	
67630.10821970577	180630.04477595055	133411.16864431184	119624.91260547088	222766.58645327104	266573.4207594816	
8404.630939938635	9745.900822429881	95897.28284836673	215745.34929979432	164182.2043994215	157204.11772270565	
9317.410183610282	55832.760414145596	119691.51268986615	82475.35336429607	202820.12678074726	191068.77077692884	
228127.86997214335	474628.5782456931	545511.2211816197	601512.6509600714	490434.97523946484	501994.2671766614	
177199.72748293393	442163.2275652074	499969.0262837913	525216.6373737209	433678.0450038723	409757.4435665021	
78564.93436184079	101065.24884162236	207772.53415429563	314902.5371718939	256242.5940877973	234017.38543552507	
39615.68006160165	126107.1919239147	196206.87681723654	193981.97302039317	220540.34110536813	285030.4279590981	
4636.106135950552	89709.43364036224	66999.34056486575	130602.44826707424	225770.25445523456	169905.78924379978	
151845.13514626696	274066.52215422114	385351.48648890865	369376.1463144599	413589.70290059596	389131.14883922035	
386.1446279086202	188022.25271272872	211101.86861091893	182660.1998413945	184717.60524352913	147906.65654415544	
63288.60204665779	81047.84386069444	76313.86663015971	73582.02366382373	84489.27089165061	104062.74050296722	
164620.74768117417	329456.86822430836	439028.91781996196	344218.7963391622	348314.80479462666	339056.99038015614	
13184.532509233515	96392.6740598999	225588.76557521956	153003.50229371202	144924.5254846314	202885.29117631848	
691.4153070671979	1198.7322360760504	77081.78758694048	52878.96604711152	116670.13882400209	98239.46507279684	
1008.0550415669112	29892.832283943495	122936.85037195266	80082.35960989706	69615.93671250751	154870.27538902676	
3188.508436950688	30745.191168890666	122018.44774369505	80406.07188528836	82013.01262469919	69868.82631498552	
141834.6643178467	193256.54720427684	182625.7414903607	175531.42102829093	180409.01876895098	173200.65853465913	
131260.99010124538	186899.83076402848	175231.69209179486	166204.99588143255	252953.6634848196	226379.6664738402	
236953.88158704477	331850.5665475744	329992.7805965224	307149.59437805286	324254.31479770225	315899.82027137576	
139331.76081352934	210463.40627129213	279342.3570810653	233654.47733990237	305911.827425675	293837.50876884826	
68.01020978958525	4377.620880999671	3224.273619348879	3776.6132378607617	10387.753438256686	8045.917364550387	
116064.18992777314	170316.45548149035	191724.37053344192	191595.36291502224	170656.7720193563	161924.67269906768	
151289.6057761417	384811.00814565376	295517.40440866083	273340.33577729063	273004.6143817779	258662.1399231151	
3962.367564597367	144871.1973754903	235965.99845146318	156156.71874169074	139146.3666416175	133303.72451398434	
564.6554787664526	78205.79922112172	124389.98427733274	84807.94640602116	93979.36010328674	151970.26251709988	
3114.3443071536767	14931.050986645067	178094.00490331007	250651.22355358687	225096.73530009645	182755.09419225543	
214.70293391474297	104663.45081131638	142534.55696664818	119958.41140824837	93865.03881577657	103980.23658286089	
106.16168726611164	25439.76877852639	96973.63208876482	169522.7129571193	207161.37790968647	216510.5146933122	
171633.84592599093	309539.88356199395	411043.18775328615	423638.0466575232	359461.0131380768	353199.6165761257	
102215.72605464389	144255.05456136534	139146.22167573107	126282.24016936912	121217.34999225475	118012.80943592243	
12225.016442540877	74189.2579784484	122300.95276839403	174848.0206581838	200388.2235502264	166769.00574535556	
6107.058436158659	110193.2562951982	78821.80839110356	85779.6189832665	68211.97954159384	60862.12058481731	
1499.9392389659486	75352.94730665382	47161.414986815784	55515.89586200578	170582.55148610924	191107.56738164515	
653.9960782977511	1377.9551369092567	183255.28554412496	138572.05687416956	126254.75378447975	141411.67771553216	
64246.969151982856	116376.32120342164	93274.93856352307	229660.775360245	222506.26416024836	262019.24670650705	
185665.90035653452	250806.7127351746	280979.55787220795	254827.54955032564	279983.300992636	331683.6021972645	
1158.6799056404095	12847.388581412155	67746.34789661864	44966.92443423276	110901.16578809335	86568.47245746266	
533.4241236530664	96439.24646822145	72045.30542634243	68075.49512203809	188430.28169990084	183107.8487313061	
197081.01985665102	377229.9095794635	362007.45373835287	341607.11682899395	342223.5549977369	375302.20393119653	
47992.898046635884	79804.66967671478	227376.85697956654	198791.11977737412	159020.72788908758	146946.48724096935	
12633.927194040869	164256.8590031656	224474.74998925146	288422.8041714797	203609.68032598114	185027.80028527518	
5061.520066564769	115140.35705922943	199038.66823299925	202439.96993914913	148744.27511640135	139342.1286686882	
36755.366603199094	69550.9663843141	229580.4812108258	167234.51124736897	264818.4670144184	235358.54747370206	
32055.77484670771	39617.4746797562	171922.6911074591	237888.85958907945	188816.2733683836	165117.91831935215	
98449.94728143392	160361.66104879678	240355.11395649213	279142.73431720276	226106.84037334076	216980.34442094114	
3345.7590436799014	106495.93689417858	169003.46250775296	125760.04030419484	199130.17750942477	242163.63471355184	
84783.80395302108	118051.31214029918	110267.1036033478	109924.09917909917	256272.53560203343	257025.06706897594	
50850.15092631296	95908.66185027477	89404.10183501823	76262.85816802582	80704.6950765453	85823.26567184059	
130300.79189341949	303665.6308693358	257009.1537497089	233571.58043064614	216726.58382945487	238673.35207930865	
9982.078487948307	20492.01246284362	168510.69845388873	159944.78126773282	228831.13328679386	212418.03349606929	
63097.06517565318	219049.38020161533	233769.071008124	188418.0418063629	167224.33155462416	260627.65322805665	
40275.55607353361	179203.81994125742	135934.04332623372	119098.12765139488	140730.43158498613	123757.50762784755	
3135.4749844000703	186132.6596382212	115210.14451967442	149250.86694961047	124141.47282943231	106495.21148566288	
3551.2829922484952	132448.9483885436	94064.44173432658	83020.32538624202	65797.61789131943	82517.65877179564	
4173.290000125653	52186.44977027495	41809.09673725098	148289.3302956079	180663.07413886656	170320.37120649868	
135315.8388320482	234666.99325565415	284145.48541084514	288675.055543473	254280.35082414426	318982.40561419947	
102316.85993429985	270809.89958332287	203227.62039569078	254876.671485925	314496.25771674654	257957.45890673622	
136357.43441357964	265653.08422320476	269970.5868247096	279570.8329475651	342278.75580603053	374937.9947450727	
223419.61659293683	442550.3017232574	387703.34591449896	363665.4790221612	373159.522477634	384312.36035033816	
14028.08818937513	134425.29223095422	207196.80386253374	142317.03914055607	127594.52490464042	118048.27783898781	
57100.82914693438	72447.2583530629	229022.59498241183	260976.45483700788	213019.3026719148	193967.39423343504	
66.17031782633198	76545.6250817049	72466.25532797916	185086.06494213647	179300.31992383042	220556.6624228255	
28321.149930689004	52403.597151545524	194276.36967914665	142227.66977437	152109.85495056334	136716.7858535694	
60141.205618172855	107455.62232743151	251260.0235373235	194766.19555188026	204490.09187015364	259327.98744135236	
109875.84408442966	152402.8432774764	320868.99282637076	251237.22407421214	232398.81060198642	216852.43745527283	
209695.40880332954	286713.9028823121	297368.21439226257	275139.3218099109	421033.68656445143	470831.45759059105	
90.40314953130445	153803.21548953853	137647.51397424974	96072.09277177787	89200.34494216405	79139.35512748298	
1423.5971329266267	15939.012598676813	9681.305080618495	7962.693901756913	134195.8994387251	130468.69848528493	
24284.35669751052	185641.62316646182	214067.23745840832	184201.56520677728	229466.68016984317	189903.04448344887	
8306.432693237739	9614.679798991325	9438.183639993225	181727.39072626308	135697.21933740785	198862.14105612406	
103931.18733537049	305124.3110398426	222688.500395931	204225.74176922042	200893.83628177998	257430.11328601552	
175372.6956075258	276583.0770210513	388514.7142164128	335434.10857029166	384682.950283865	335233.32790262596	
100806.56147051435	272019.86217499996	200241.6737536923	214555.88782760937	191933.28612794782	180799.18645103864	
79558.96126496624	237876.7088262086	274626.3066176579	258818.13663818422	234119.91866409217	232282.4906889741	
193147.36512635695	326625.7602259187	380180.7806609505	373836.5097203832	346598.19159652124	342385.9752305057	
908.5213885077877	136442.21467622597	84076.05897903402	99947.6529066856	83887.44129636131	81224.33950348724	
197772.20285456523	369815.30115663377	329970.2490380634	304143.92719341	278149.9576358288	291821.78199671785	
112429.28187667292	155141.45160023874	149618.38379094022	255686.05483424795	218258.61320648703	239408.03104972892	
216679.65194365403	415285.99139751575	363845.0504003454	440410.01911380474	454778.6591641925	487418.62470752146	
87301.77700545848	232882.88575387272	306263.1426136121	248479.68755286056	227114.4331106733	324173.36338136723	
156795.0392052939	209269.60815231633	213402.44680182167	246743.717513222	228251.06710996298	212706.5493871568	
35037.87079187375	218126.53903471612	204494.99196897243	216197.58191785114	276745.80068679474	217874.39515031915	
132394.91889234213	224891.65514484816	211142.0505535581	246221.36981467367	228793.03783182986	206185.29899563032	
110.87457326838974	9294.26029489163	28698.519004692746	52682.21715418572	42439.67413330234	68501.03875859104	
3875.9475071682455	202988.33781631888	150392.72456763766	114939.16423615103	138304.4238250274	184182.64014950677	
155944.4735495544	209180.97135113782	229730.75218343688	257419.10779232267	239457.22291882857	230235.23577863036	
33979.608387806344	42378.67079389464	81547.10010964362	65478.7221914479	187637.70437770247	230209.18713959458	
696.6011964386801	121487.57387836862	144421.42049014385	158094.45545433965	242315.35601091766	221719.4515025124	
212550.90026018405	399232.7313838219	416788.67925111484	451431.3547523849	495203.70575727726	421997.2972434686	
247485.22708759192	540302.7494877932	436861.9456079299	407172.9931360379	414279.81150300696	450506.988349609	
9826.924474460957	12135.939391580929	44222.51677152592	31628.683689271267	27536.96252067167	100769.50981129165	
222.42027608482505	189382.86140361175	252824.81291384905	207153.72820753802	182038.4290664916	157306.3877378865	
10357.846599221799	123653.08325592297	90705.28967577552	116075.60246210764	87330.52051452007	78508.8375958548	
151.23079519857	262.90640789551117	11301.957692542166	8606.97723235271	161797.27132236134	133573.71175754518	
169251.09098573177	244648.68378887782	312756.1845716732	266632.7387185448	272953.9379361254	250590.0866236996	
82868.13515629347	152010.7032445307	128566.55009828709	156707.91612137528	227294.3701684285	189829.09999334338	
2355.020105745793	104435.03843907338	129188.10585074064	84852.23462722008	75685.50758653572	67730.11778843522	
220736.1971076032	313544.3272731826	311356.31390444556	328893.4664330582	357736.0124541734	319021.7309793472	
1213.5130951413573	21243.58438537266	52446.45406776477	157230.51787765403	219874.17611323675	267509.2269639804	
196254.28088764785	406631.38563015993	356661.4496682989	332762.9373225306	326542.8233674239	425353.849239383	
206002.12252730664	283376.87937774666	434461.3352685103	369809.7534501604	342834.84826046816	328820.9168586486	
76565.98306311827	106416.47113015446	96798.83188976317	256205.5054345501	213292.1378162012	191821.23392248715	
11321.39021666256	13243.423399231804	44592.82233210588	102320.67607105647	78636.22548358077	189789.4474576771	
103297.09587989714	140413.72442797697	178418.63603433204	181615.71407839132	219443.21739261778	200837.94067087834	
50396.9984493745	69550.3601522018	74093.36614178277	78154.60653845107	71608.19012541797	184336.40801300367	
580.0131916618296	2611.4638335663385	1640.262390690797	52591.59619182016	66292.08738617196	82881.21224168545	
34901.565505836596	107724.4456323686	77670.88640449807	136176.35677441023	203356.6381503138	166390.1973814474	
18954.48915524988	84021.29966197252	54854.62072542313	85106.72975659977	105616.60306124267	147620.05995674874	
206.63406205852723	109889.89972974299	188317.54068931955	181040.72003590694	138797.24968609537	212541.9421413612	
26932.939986093388	40584.50513140145	211106.82360056625	184993.0676932147	223945.60636005484	281942.94789330964	
1001.2835580498048	154234.21751687038	92768.11131426487	119435.63653082158	108230.87925850038	184651.28596165308	
97955.45373285511	315201.1698783951	305753.68350816605	245789.56807893034	339944.77743514255	398116.5419819679	
38684.21411067902	228600.75948031028	157445.6258596435	173426.8240685066	140745.169213639	251492.97578995576	
99970.47359977223	238163.10962972225	290249.56752128975	298688.1926210664	300382.8218256916	257713.35769897004	
5985.215620772749	11654.602137514885	125007.29270711637	232376.95769135418	217848.52624030045	185689.16294526347	
116647.2542353456	306714.73387727333	228980.07673207065	211462.29276169388	200039.47183688055	200488.8372277981	
12833.244976545628	15128.141509641831	51011.22427626545	106914.02985023927	120089.0913078216	154855.18493207416	
2176.272164814932	100055.7187969478	104238.94231470553	72023.46864145932	85275.8511978759	174809.17306067905	
224295.26522602883	312820.4136339038	348565.92373484635	394611.83450007124	345166.8120412586	329497.6923646155	
18938.47673531351	216696.53243161444	188594.2899836277	274326.5194454067	278644.5619271159	216635.19324916473	
2782.9933773714993	10520.668591559946	8298.372696907838	7268.843379388845	6329.753446265903	6884.644304885411	
1250.1756285608194	167381.8560427949	103823.62083161085	96517.0153389514	78803.99358153291	72414.45350946666	
66811.27595615313	86591.68846310665	88745.5272181285	199281.9781978356	164343.0404732373	195770.90557162356	
194823.89277467865	450929.47867557453	440151.63316053816	399785.6747067044	345454.11551000783	361373.93321215804	
132458.5633622007	174058.62188902724	168650.83115624654	217111.63998992238	317812.04256095487	276430.5855158671	
189981.95361182012	253032.22194101496	313851.79037205223	287285.63630781637	278093.3262884062	266379.1311327467	
39631.08859128284	239280.0607200892	165385.08535229825	228816.8675001033	192476.8033930194	171007.19798502987	
159323.65573733218	358049.9965975798	410938.07051865064	333228.13390249654	422993.2244104933	382361.7166973727	
143700.70175671915	189436.9968266212	285639.1374889969	343125.5497380075	317415.87933789584	362616.29280520685	
24451.099663516976	180584.19745321077	189500.6146255718	132325.98114730706	238696.5323271554	205333.66852100374	
151611.69855240663	378979.0889155579	439875.06556043745	341003.8919223941	325066.5668578297	303282.11896969663	
96450.63386382625	208049.15045315036	161895.39380733203	207939.33217017996	212812.42642135147	207203.2839584581	
1507.3667564225811	87671.95747029311	66061.36562636899	198629.19429110567	145790.3036443142	134879.2156619661	
44.296636295590126	35043.63722549825	53722.560228922026	74901.77851439983	59638.90967774801	51161.30826344756	
184278.69896765333	255538.41622915104	388698.44912042253	350929.4974678712	423777.0991706527	367210.663646349	
217.4024778436229	138748.71029115454	81842.65849859377	199911.16257373217	258600.9564633112	202502.05465704392	
5624.7204300328885	154712.17636348816	170494.41491375142	246471.6568979901	176431.93998777584	170012.28745867175	
109567.25497542298	155685.0564133044	144653.4751215503	143419.90316500148	202264.16022963147	179417.34721282835	
97340.79062206922	250613.24646433507	215977.94391119928	188076.28447634768	170818.73974587535	230484.55058120828	
19362.314737346333	57164.39876160387	143002.98026673213	240266.84236950637	268156.5095466746	308484.2283433685	
21276.333254101537	49934.24592310028	64466.25361348414	195447.0748704511	227662.59229024514	190756.7186453289	
31817.190561044405	62502.30513874914	106137.56392034897	126301.4531791811	113127.6605379368	95588.29307638561	
13046.868948928448	134033.15855605068	166580.5457285038	112013.54785094521	117200.24339336163	175651.1454182497	
15707.481999380649	107704.65264922814	79312.7146754032	75279.71741584475	193335.04022270834	160258.16945278164	
10426.753297029956	18952.287355288063	85656.19922228163	116485.11677846432	123158.48125931075	125993.909690867	
4092.3370149223624	5314.42149137047	152984.91898502692	147702.29400661867	156799.87471409806	123655.93345398945	
1340.7607847574895	137490.49479704074	180375.40353972962	217810.49681563763	214176.58932950924	208981.88648448966	
105518.55503579417	199114.60511426607	161605.3034897881	274807.96884906647	233055.91795099032	216101.5045468471	
101487.3179869227	310873.2123375648	224299.619857916	207038.20577477137	197463.6512557402	185772.50724966943	
77229.68095916379	111118.5590261815	132459.45679260208	113176.78547403851	109467.28011878415	200277.17670892255	
3167.6659192627994	50207.07285089226	33188.62071229252	49769.30522622328	37007.57911243983	33527.08833652015	
107061.73667208407	255345.74200552417	194638.35579535126	183133.7972161761	185176.09933449357	298641.729143002	
215102.16656069367	494339.8400342399	558394.8948518358	438129.481374408	406246.71597187914	413563.2009598323	
5629.285978985114	67432.9255545043	41111.47139289132	99836.70412563487	123819.26609371704	96941.28134965303	
58.90589855229164	416.44746210301685	153313.23742908065	108731.696195682	101229.99662747081	99877.96633907696	
1033.0266686017835	73445.7287294965	103228.37658124651	70622.08973615569	57574.83633755354	59036.53265119181	
9967.050796317553	147902.7591906816	89470.23256599325	224996.88702516552	290689.0848499557	258776.5374511507	
90897.52611637345	121563.2587800182	176735.30728467143	164750.77132913523	152081.2914581975	202682.38459405038	
208618.67243324293	385007.9591016824	339492.60238718585	317180.5630080775	365398.075954456	453310.97091259045	
164104.1990751784	381591.1171711621	378568.2171552802	340783.51681366283	413357.6724518112	420430.8440103099	
587.02214168964	9757.588994444275	181550.58366042786	235848.9363212579	174702.92794109698	212557.8731722986	
362.1970382776128	182147.9128019601	111143.90252505304	110231.6311261292	108348.81350958145	96410.03772167703	
7994.578528678863	208038.63766929996	168252.1028020691	125755.01523475842	183976.98679844878	145672.77273823088	
1568.3662590662434	28499.969628850842	46262.44286958942	174858.73486016123	148342.54451218108	118522.76748324485	
1281.0857349944993	164611.40727309167	209069.50716737422	196218.42434652528	234710.51446568486	171909.359458974	
205150.1695997812	299112.57483390556	283754.0128642726	341037.7937823429	412367.74588717014	453626.15821688663	
118869.285970795	323974.57797265437	247910.07301042444	252817.7687686332	224455.44027798538	211658.0864674678	
2915.1121806141546	202625.3218016693	121830.82686452779	203650.11997660314	243459.62369764	192642.2434918236	
183379.60485817216	256989.97101210975	343553.7966214141	294364.6068398118	283102.3579496795	283921.1350981561	
3577.9436535180716	46136.16913149859	27099.409791984424	136365.6907805909	110268.52891606241	181766.33144981106	
87409.18706986337	245305.61854033865	332308.9076755159	278213.8353459891	237651.3792277539	217114.5432234771	
242073.7774461902	431597.56947678374	359368.8335759549	426328.32682160154	463368.2892494414	531713.1267361416	
133.51437572721042	69797.33751638797	112487.76336729391	113620.781513381	96800.99042129399	110532.56288501056	
84282.67388009658	288583.4757499807	277653.8848208606	216944.9768135019	302294.9890390628	254456.0981752842	
26910.45421013013	81257.77103402268	71376.85310822134	66001.86793912119	59098.904507544925	165046.84957200065	
3724.364444518912	146031.49059400143	93706.1489683892	112060.20401803851	88821.85223501438	110527.1628698785	
185357.07832808635	261602.97067766276	320008.396858933	291499.99440772185	362712.4129587483	371823.85050648917	
2705.9103223452166	15620.97142873963	134398.80309927938	125848.32484679637	94567.51978157999	84826.49981038432	
17130.013732343945	35030.3219572673	27981.623285799826	135703.4941108505	162372.2417423451	213268.2252074045	
81977.11697689362	244767.2637998653	218590.6404840515	179464.8943919835	284318.9851595827	357347.9353075992	
6401.103994872895	7785.62360125462	44301.96374944267	111574.48389507912	143725.63605513392	123367.32059744236	
158851.69415043193	223318.50925523762	246306.26622714402	293197.6758580639	251407.62954735462	243937.9348114395	
53.8425001280435	204418.852580237	217172.1146403022	152682.9089056916	134695.75603739472	188558.7883210126	
89043.94914871937	202493.01901190518	310093.45781522203	298015.52242179425	365134.1419936171	307384.8288953907	
85751.51338752707	126055.94199687899	259271.173987229	229603.54506625296	193292.81304804515	211399.4466550934	
226519.34327932942	306399.35199619783	295070.1650271235	378659.36822277383	343188.27042793325	431134.7687419952	
76927.88248306212	131107.00087181744	215876.60580395247	197565.81533387126	237663.7016620614	219372.71472906353	
1128.53369117508	168438.0824823065	129364.82695736863	94589.09753362495	129508.61778660875	119502.38393668276	
97740.09687553169	266282.9861695463	341117.3306298413	351269.2335472418	315160.7722544246	268051.67749718536	
16336.430751456828	20195.62810763197	109730.00986186604	77699.84008191647	115356.585846965	92692.31997968217	
1639.7075858658973	17292.908282630993	96315.31118808972	62959.989850594146	151751.46473347073	237423.28576282968	
32944.61627301037	216988.15549951358	190385.63545264743	143288.52781085443	129145.97868019028	135124.35799590658	
131140.4938185552	174506.32513191656	167153.40973878303	234942.09286992298	210449.74375358006	196923.39835892094	
12897.145130055638	16208.567756792696	90008.75923207999	90037.03042461572	89137.10663489022	141438.96257451392	
8257.192140129957	73863.95583166645	60115.71240312182	90609.60830648485	67217.30049760069	98162.56532918483	
227078.45680149982	353442.41323374247	320553.3400144911	350826.90406506526	378527.0637388103	373220.2911935252	
38714.8000223998	152248.4856069038	138010.30544057564	135590.15074107004	186830.6818921042	160489.6711693877	
162710.82707048205	363970.96117401007	354453.94933437434	296344.564136246	287456.77034693805	267805.4752743289	
405.2532229785113	4472.5272556082155	3534.041746739344	18153.46785797458	174371.66295452954	134013.89537297876	
33498.27273921744	233211.56070705238	240151.3176278245	309230.7826213293	241701.02503007048	224927.0623179459	
19411.26778257479	24110.319663839826	187253.74659898833	276926.00608435995	305187.3548638682	348020.9815808698	
58500.50410166984	76206.09882875234	73913.29534308771	69916.19446600396	135832.47625036194	114682.47053631973	
125145.37982527068	232175.81023579818	192781.76035221218	296638.33361313265	256066.00303428256	233269.30333459313	
2104.705775265742	16168.09684331586	9750.192925818565	104493.45283158014	85479.2368539509	93545.29823659935	
152105.89520574195	342693.8341691257	285498.62357217475	263336.297827198	258753.43032531696	236858.85551984212	
46317.44333257328	58901.03365717727	119539.11341747365	94113.33966904142	94384.07688400196	111330.81431569438	
8459.565197236523	90476.32485425609	55425.50440501753	47115.06337565839	58324.9940442399	170813.46670292335	
1489.6472483346072	76359.62668516452	44198.55067532869	37620.19226183976	118327.49233854131	216830.00690339055	
184.2413210329881	143109.0919366916	85580.1947529935	74763.88281136822	65733.21596036435	133111.725657752	
173983.84994384146	310338.57131729537	261066.06399225228	397691.2132066777	343747.8524433074	321082.20188029204	
42133.71783798143	239937.52662740045	234534.03184690312	185197.4462094219	162243.17841090928	161875.2054841682	
16998.104514964878	20466.888961677192	19291.14882499582	18400.451855831332	18041.69734144181	52626.60847093164	
4713.078484195247	5682.508901462255	106180.8570833818	88585.29154957064	77147.33241031549	66090.03079485637	
49695.81458918833	191354.37223097184	283514.6939682823	245265.68490426347	211004.47601050712	196546.52568060654	
163605.22315889696	353585.47479357925	348824.9060771624	417723.99127834564	361404.4426901294	315880.3101768054	
1575.431160170403	2576.202397534588	76666.46768020693	186199.78544460481	149357.2850919601	131558.48087861433	
106897.55731066279	216986.11699629886	202422.4102456439	197651.97577663203	172275.73484967946	164378.2501702489	
16072.821032060925	19743.55973623515	206580.53976223667	163763.68941140853	207172.48253040697	191412.0971669074	
18088.32750383357	185362.00208450164	186304.23315421076	136211.54034782972	171309.1788117273	136048.5773841616	
25258.238209576986	150974.31148328184	98609.56533173907	91582.49231666021	117248.25860094556	110232.79209685732	
70.43463493364764	203794.08858413444	129096.18820407214	120404.57921997907	104153.96240670817	90068.89471651679	
76081.64333385347	295712.92672002834	212469.56753135772	298327.22359394503	244878.98563689808	292899.62855683925	
106290.50112113563	305857.5047153714	351814.8292376464	305428.80889957637	263093.6810756753	362067.55746714893	
20889.20200600248	43169.61654287272	204988.2345766407	165749.486767717	130360.35221497169	122355.83112615501	
128524.27431059789	171291.3696431526	160291.05075475722	174902.65904281216	182356.692777513	170196.71474253442	
55115.46700471394	114445.17013140059	88851.80101796068	144381.32675626455	121064.55735226192	112547.39018131013	
111893.59501006502	152200.17342083083	160068.6813513599	232179.98015735942	291174.14863632916	368779.85176198155	
69.49733083535044	156156.64040872676	197618.3931948119	187539.2043096292	180934.57005143273	250153.61531266524	
3434.96566170019	18029.57619736025	13103.432072730944	170454.16104476547	138251.69643992765	131516.03454104517	
1852.5418053948063	188971.41344931678	214838.9932832141	300753.70724616083	283321.3577771099	324650.85002268746	
6116.508682239588	143534.83241522108	99392.05526342356	191599.09933820248	146865.23580087218	187253.94510215614	
1120.848279461308	72711.21689148102	99982.37233523518	90362.42662385084	175260.42897073465	256406.74717512142	
147786.2319358293	196010.1298899948	355803.99132211163	310581.5077757579	395543.4863465706	413157.6887689167	
54771.92080932924	175096.85917740793	124807.59061714339	111349.92963383436	246867.24739110822	233468.0203065854	
38220.41663326799	66984.45867459786	150673.2029349066	249507.52378552692	250118.14782627707	222206.69626517702	
4076.23705825173	148001.12201192506	89600.35713188758	215039.99048243	289293.85848417215	309752.5562394922	
246980.65160722253	333936.6254564997	457798.54074229917	417877.92613233847	415348.27092230006	383636.493603574	
4857.475480083734	57949.053503477815	149403.1295318172	113809.2849225442	123536.2773663466	104827.89105249678	
2846.9974285718	58844.97446725705	36306.26078318734	28949.010289786533	66076.6015627108	129262.74761931704	
17697.890541085657	104465.84296951357	205306.92230575124	143114.88564242082	140757.81460166996	242192.13232544003	
134190.05774308165	377467.52240709553	379209.0154954787	304002.802543606	300180.35361867875	349856.0486194891	
199567.54034641327	392099.8738771263	320742.8558317928	362085.0536282115	417871.3780483012	393381.327001584	
3396.523541873975	3825.5009199180045	3536.466666112943	28722.994567066078	21219.32477581804	112342.36074632275	
1112.9267304739444	202876.39019956163	166237.758715352	197580.33653162737	253364.7371218799	202070.1964551067	
92953.50089543566	134505.77321253644	132841.80448383995	144076.3829828043	268219.7208653587	250087.86655823395	
47653.19435197504	250779.8173344611	230541.93632941553	170120.6956814085	164459.57177213428	260064.43967623677	
76.80519094165155	106947.55588991816	133988.74069682873	237405.52911586728	307065.0607684183	240424.4677448419	
284.36098314450766	158497.83404814993	134157.2932085427	172012.4135448419	130967.8829017633	158734.72159215907	
133191.59374558422	190368.3097969472	197390.59072005388	316702.8019684646	292113.2186647748	260058.03056946213	
13238.531015436507	127845.0017163092	138143.1375280261	110892.8229942009	109286.9952324892	95637.96517522667	
631.7743400308797	203412.5088946222	159349.0668606419	114147.68877225395	117933.47248355113	107388.42245326778	
135.14276053497144	5510.661649100728	111275.79923892493	115447.64572501607	105587.37175990494	83614.01581899187	
51902.220434778945	150701.0856943047	122746.38991806527	106837.18070500309	131912.4627478606	132622.80539778076	
51.833579437209806	828.9875296586055	169535.89910019943	238118.38234709285	180650.00983135254	163256.37732889358	
46364.29173239964	113369.81017568908	92821.53434472339	189291.20886316578	155265.3100097221	139063.39513764123	
427.4792762911384	53868.00269042961	30884.343759623447	161384.6764962404	122963.2064250425	142799.11098358466	
