In_0	In_1	In_2	In_3	In_4	In_5	
22699.144705510476	28510.97670514851	99441.11468949413	142478.62495607373	136715.68655898012	118565.28900579925	
53174.08997571821	114035.18490650717	131955.72814911028	136407.20850542115	111824.43257600034	113434.06401144329	
1367.5431516789513	111279.35148923215	132397.16925340937	100950.24495391204	153442.91963320106	217707.38613737738	
292.0342381477608	135679.12080952083	79993.10586069881	104576.43720216856	89634.44494389233	76323.35276425655	
243663.21462877188	342344.6702998699	321750.2297855117	315861.2664977971	431869.51135676244	392347.79256794835	
100397.73778547882	130463.32757721719	262841.03986608394	303726.4956049125	376518.6292866366	330601.49277398194	
221254.59966653356	303013.4511520184	292336.0770673607	279345.756567438	268082.74629164557	372931.3449983348	
138.03362156915045	5825.983732591842	173036.331985697	161321.85682167058	151420.33287599694	121166.54447347086	
3496.2074532810207	4351.7673531416	4683.970626117801	168588.08330953363	129481.75262214804	191678.23726876682	
149775.7612048198	203546.7470639659	188495.35295023117	182932.6609907931	253446.38260380155	228755.70659020083	
136225.08561301752	202790.7697976543	306164.4550827821	268224.7422103869	233306.81248638927	277135.7773626075	
2515.0464980277557	35579.01419013214	37412.37694945781	25807.48936265591	44102.1355975496	46033.076109561815	
41136.02402585532	72196.59138271528	181456.12564043378	171140.18025373385	132975.11664311297	122427.39083733769	
14473.501939669724	20994.391622348445	125726.40536692091	88348.01188560578	85693.56023610741	73282.80802826732	
209234.9558900658	329007.1272189949	312144.0691202732	287893.989589037	316460.25661675737	296744.7799115105	
119628.95310542059	273430.9070138257	302149.4195297429	299583.58446158725	250712.68239606006	244092.06177182315	
7741.112476445708	14223.222356468725	27642.751051598152	181037.36184092372	156313.61208760273	131707.44361728334	
17952.292478992917	166907.82829944717	172179.65929556516	228703.61141106853	172250.84502976603	167712.94117059855	
8527.341098712513	169427.68595341072	259034.71160178355	225381.6343055256	189147.1763198891	159433.87929528428	
195477.57241675048	296285.06625661097	376302.0436915157	342277.4077517703	322467.502016015	301454.88099635096	
4980.922055157528	6329.456253699926	16701.16043894122	93726.89941607487	106209.50031334338	197098.45357743936	
43283.32060871108	61926.077645694495	216271.81195479498	158211.7851035988	172110.69400616147	149338.74190487972	
759.364738083242	101307.87401586874	59696.8798777956	126559.3615151175	95989.51529434686	120556.1492587474	
12478.277418367124	118653.55593368542	102194.01911377723	81497.59055445329	115540.06758607412	93958.80663263235	
46478.571553810514	203968.3429491106	307438.761790418	263261.2244671868	268547.21586251474	226996.16074826644	
105789.08826130453	211098.76702271999	194134.55506935998	163372.70773392374	155863.4174249084	275199.40008157346	
32767.56764752276	230977.88509001938	221705.91218381046	179975.36689243265	206350.52001296598	196639.2964203541	
30924.774677626647	39604.82581627264	139515.75363456478	170150.8573867703	259030.62705877607	203606.22914555456	
31966.95022434135	108437.51726426935	212223.89230239944	255677.78972983875	317163.7328709859	238691.1961598216	
2470.1945949747087	149816.54198683833	89041.80532571804	159770.05164802042	221636.07758930943	230803.6146030302	
59883.27385523211	76903.68024745164	107889.93921906239	209895.69831285716	241212.45953543662	253007.26970324086	
63929.6759635529	90679.97804464612	207908.89200126764	277670.96806401253	283827.2599423103	263618.6427965	
2289.929067366329	121954.03362519943	194546.47812647113	187543.09747945552	222634.43182870897	189641.01378250003	
4998.1990813287	44565.31657975095	42119.50428859166	36967.71290176349	30787.931369312526	31469.313300925758	
126050.35950300819	183149.83221001562	248639.5412256414	213624.83739532958	207590.00565624927	202365.06053153216	
1616.645793136187	112464.32963446999	151256.04380261232	100027.78673980586	171675.5274116421	252072.4326072149	
6869.352493376678	27068.209593428506	119552.85655608693	182799.03477620846	134646.36667236974	204086.7497259637	
58319.81636520416	74825.93722494612	72787.14700461789	224550.38333331048	230097.54382024775	226678.3197651202	
308.47539735268026	17632.18759792612	10154.350218732638	161207.78316275336	120523.1774220276	106089.84617757767	
155016.86115547433	258373.96715049987	222290.39030251387	208935.38720170982	199842.217257035	249524.39120547165	
180.38140621020852	61562.32541696274	197556.09033988963	133551.24523984978	164027.72333565546	216255.3658806897	
140101.05221369673	370350.4505600059	316932.55419891124	365800.20677847904	300799.3408347395	282180.99139485665	
163098.11286702918	250336.80097686555	217630.05044173336	330248.38437416323	370724.8724429585	361363.58301697916	
72450.32747803172	147764.60517636713	228454.2302176307	174164.1280172499	158733.8903145086	158112.7008471771	
761.2394477637406	138685.59279369062	83526.40249933777	217975.98022239935	166736.3174892603	226347.3384134998	
3027.8350299447584	183082.5473150159	109054.46056331313	99205.04182138016	212937.25202200352	271369.3453585232	
2387.96880372784	189426.06524928682	113072.02482126182	228219.39185288703	191823.90997485683	220447.2282438262	
374.25966516801475	109325.99684021856	89665.91626292061	219339.3818790279	197477.4605788617	159459.72690594758	
173548.0531085769	336412.21015255124	356645.6675138443	298823.04364924564	284114.3863453878	273814.8642587321	
12351.221675692119	216907.81959189102	191136.40804058767	285468.8414490494	215253.93789177205	191518.10702002002	
21983.277447132106	82523.56252090528	213035.18312980552	197943.44717731024	157576.5098291808	139768.5776083656	
15462.677191019036	23780.98405057576	142708.68935021656	148406.73174217404	143228.1718168237	165700.6001312984	
621.9156995030794	123150.01821455541	223269.699801393	188555.68615596605	273928.1175266281	219570.64329183474	
42941.794311683894	86746.72427076373	76350.66233535355	107761.84225862009	159385.8553331706	165227.96258123842	
670.9985205371638	23965.12584587993	13539.94999875895	69468.31183085838	123636.75207464109	98222.17859548531	
157202.2865961625	288176.9730676624	244322.70463531266	230502.88350709318	336269.614091877	378583.77352287294	
16053.561346990853	193335.41862199834	148986.1009540558	123995.92182427629	101337.14990497525	93917.19607136329	
96518.45420671673	173556.7097062376	234616.54481901767	204804.62890195436	203400.68207750592	308673.03448747	
187338.19639147702	405483.0030471267	427541.91267503664	359912.00620658003	435957.5635929626	495980.22060063615	
391.50446804880056	1162.6798178422873	131159.7439253972	101837.22247020635	126978.66377697815	107454.94343096233	
237235.77280565046	324717.04787806	325075.7111402213	414203.035127922	402749.7271813274	395109.0256476376	
495.6396845650674	31296.05798088243	20963.751765716966	181447.1084164153	157290.67056694688	156186.15972987135	
56929.75267438928	121546.15214395999	93800.94029031288	113582.40455478661	223928.89649390505	214931.60419112377	
128.8264005152152	51936.18964382898	34446.90272459451	87489.07457904778	182806.22568190485	205086.99049186247	
10394.897011489153	211284.25574416047	179702.03166141352	129378.23929499973	241066.70174613415	198076.4772693156	
11581.50228747683	210425.1569943664	186492.77186642	276692.9086281306	317039.5318781968	269650.7450365459	
28398.70457810608	130031.09093214136	109751.91622688943	87928.7970238587	127363.36811045698	104754.63798109903	
201908.20889278429	279081.5052897735	346937.04439696716	306413.5481326857	339087.14670275786	315565.9935356966	
105325.50567311587	280414.8061354575	273224.62262425496	328749.3119096874	388330.1867866673	309832.3130966819	
153954.89390330046	210132.83018789557	325833.0288449148	301620.0737207115	260951.6322183199	335809.3153194727	
660.7520404828599	183283.72000030035	109658.86704150631	144739.0165196964	128689.14686017319	118319.40652670753	
1600.963441881238	18138.17844608379	88038.4049194216	82420.46976292465	88147.39495355642	92637.78527369803	
229846.0108979801	352438.1325774207	481028.34991728584	473939.3928227775	415220.2668628877	465856.6392941893	
187589.81277038885	309474.8204220285	320321.1786347932	323243.583324194	284378.6367287799	371187.62922113977	
103789.66738375224	137067.18647771468	146259.415381376	134589.4450384792	237290.82134172812	206597.29359672705	
2759.288978357748	160990.92220128147	95485.06245577965	135473.53281153913	124343.97476092933	114815.1336043378	
70801.20823977557	92188.41222858951	131191.35768389012	266687.9322849118	217935.50984005368	218969.94911947244	
26192.588241089816	124681.55525068434	208600.1442394473	171024.8427921131	173863.34788363826	141413.54693381418	
15166.987333219886	18457.953886000018	24749.39204694169	33442.25992883497	188973.6886727469	216841.68346102492	
118206.27309022655	200867.8603086034	287449.9480971529	226919.76955118595	210155.7671597578	197416.90498807852	
63558.061781057564	81534.16705867612	99955.38781362861	103815.67933556522	93675.96640927353	87753.01899793441	
24649.961745561985	185499.10017415616	146657.62215647366	237640.26973007244	183108.4282919272	162496.26884674147	
2499.676927565704	118809.40121167451	71150.91836144499	73965.08897552059	61786.183226589164	59047.95050107063	
74.35018063284947	98017.86341718174	134005.56251189104	89283.06019446341	102594.83999603208	184968.48846070605	
3366.814817295284	32359.97264113639	27641.309920635995	150299.85550318885	110543.72645577531	131721.23495815703	
44017.90105326766	55088.76768858376	101435.51282851353	92525.81452037406	95617.20144053338	87894.23010683441	
92287.08607610881	123733.21786015706	118263.91694012962	272596.68361281854	262089.67704723447	280327.6865880014	
244032.8206602273	408003.93259615306	352506.0759889627	340437.4812490118	390931.2288225245	384350.13363532757	
246415.3579038986	335456.99853203347	315919.41343109496	305803.9300607698	298499.9034574832	396035.170057735	
912.6667995156943	8050.349007945403	4626.841513945368	29388.074796690136	40274.62365490925	45993.48913726598	
223184.391185038	346646.69450032234	413058.26785188983	421971.9859009601	371594.0731550329	359267.40015290317	
287.82125324428716	163444.87564563687	114934.45792534051	87326.04377826693	115490.79350731678	167969.2817183233	
135166.974595272	248655.1110305527	202114.1129802902	190646.17816780857	232765.81901661417	214619.6470960305	
156582.912036187	261265.07615360466	258203.39124457203	310880.9810502289	268784.48993804445	252364.05668360533	
19551.36515643359	23524.91286119743	71498.10913971966	53885.60415794539	183319.63173478807	145878.05902216877	
8579.80302194012	9942.024665027513	24627.299244748097	151394.9253580554	119779.37199053552	136805.78362080877	
120162.72630610528	197172.57962051893	228046.44327359044	330714.2156946912	268356.1281031423	249670.08856456616	
25050.328471038632	32017.36307197147	157829.02816578676	208118.00475613825	161808.00086061002	253868.32149827108	
69628.86872583407	216745.5523462893	174399.0831884071	271334.715216771	325609.2096623747	347950.53409237333	
1468.0431945812693	2397.644194861468	179903.2088182769	123584.4246942169	104430.31925844311	146238.32091075863	
4262.505836284316	29415.22805686994	19671.25576145187	25318.577799945135	23176.33266545329	41333.89688550742	
1361.123037006335	93314.84531707536	57145.92193139807	52841.390592370095	70088.51601582377	73107.57687788714	
205601.12966532027	392276.57738772227	409237.01125607267	360596.8605840787	335527.0230141186	381253.659170576	
250.16648620279358	174933.81656488188	105277.33818357225	151120.71218093106	180471.36188674203	141541.8807033381	
55983.42588851435	253071.52132327989	170969.32152766665	156655.59763356083	181327.2646160393	160624.25374582276	
6124.0250076799675	128605.73585616823	166405.4061667101	111298.66729662968	98278.57848848279	89961.99142386879	
80306.6493294428	216656.8402461437	165381.6131014373	255147.77505947233	326924.99871281977	320669.0139068133	
217105.91098662265	401083.80194105813	329594.365877855	324384.58556105173	342538.3581807677	411302.3714248364	
57508.45565444518	75613.54670383883	123818.87334782728	106056.47808128841	112466.68717956451	100596.38179238258	
117672.00710229999	194177.97307330742	165350.20320294416	181044.74986148026	193524.45694395044	272791.11033929384	
35987.300197171164	113557.6672234332	95114.70300810909	77310.86880325562	216886.605760632	206455.90581891796	
177400.1579815829	415186.16043681616	410856.86182553216	334590.9416670415	335604.3782673404	312220.86213441356	
284.7303189412636	104675.20413423257	218929.4980360924	146390.22773017173	131936.08802749656	190655.12260596015	
296.9693734941098	86251.07555442733	50543.384177112726	42600.959593779	79832.49639258401	79826.84117267077	
1960.512744530241	113808.39731052665	86152.14257527125	64440.17038408886	94969.39953418411	196707.23874939609	
60062.54222552522	127081.74321407793	116903.6209671334	121291.7616264393	123961.3769381509	212807.63387917253	
108027.07927932325	175760.55295638376	167260.24993169509	145591.75046091634	138480.21256570274	133762.76524099277	
39.78631822344529	151479.9932015497	93762.20418679636	203998.21383755418	153471.43849021784	189374.69380619176	
8194.454699547685	9801.416241271423	61166.220615376595	201006.48382965446	250715.02861212406	203202.58515338454	
21723.653491556997	34123.29982165568	91310.63746722614	69589.6946241113	57848.03948918988	53088.8705316614	
25159.705039478682	146572.21506269625	95723.18278677648	197095.20484999273	184568.5322975715	168296.59045863268	
232056.545546366	393855.5068364977	347724.2036855313	342720.6013808371	342145.1183920568	320018.18470580544	
86923.20160031808	128804.20745787577	228262.435186257	287284.8325472805	241203.2250584019	258979.05009436808	
175282.33921528314	274556.12591209915	399332.0922311675	440718.58640073356	416041.9165423988	385902.29318204836	
896.5768265122049	1129.2531695510218	123486.35492428073	148578.75339415678	203560.16564073614	202745.28056974075	
74864.08838283004	157631.65071642847	160921.6713505342	129861.65238542255	244383.47731276343	218569.77050996583	
173437.20095108912	317586.70651272265	260644.14802430815	246332.50650292882	240205.23005488946	234447.12194797295	
225419.43504631674	440273.8026225497	361312.5400687462	358060.49886680796	335983.133095566	448774.741595923	
107991.9072111378	289806.412728999	355593.62524206116	418994.84892398276	433194.2667245207	411455.9455401232	
129902.16149602241	233953.76908596032	350261.30860033375	377312.9476016491	376487.9378278408	433039.5212864208	
11158.569747676493	159674.57683229618	100879.0199756902	154182.4774172388	177465.00755839198	181939.55726176346	
10368.94777908633	22742.115627783587	35671.3369219919	44475.894798908965	41807.31590752391	45179.09482695096	
170671.3310473819	227096.87027892767	280113.01598342793	251950.08038526753	281237.4163544647	347616.99101449706	
197526.8970847482	382000.704930713	371964.1534133019	443504.25623813766	380398.60290791484	352255.7036009541	
31733.450235498814	41711.520248139306	46836.23347071803	103432.85746613689	174354.68199228618	166559.88952795535	
168601.4934815657	345703.09102290927	415496.6586343527	334285.235282789	405779.2886877704	377610.07737829577	
891.0381542622091	167857.39581219526	108305.83332095745	89794.4687332073	149206.53531663184	141393.59857186046	
64996.83013893444	240760.16949432943	309462.4389546094	229140.9126678322	215985.5680071845	192415.95613702302	
43316.44265324415	150666.43529670543	161884.45882033292	129804.6250983605	234467.34855784458	298973.6439030833	
32390.680899630937	104170.86717490762	227776.03493917047	274473.26301440154	239093.22874930062	243503.07697488787	
15781.89144531282	47917.722766630475	107383.70697183788	227491.6713664348	171493.48944366042	246127.92068340853	
196868.23481585848	331310.8699153725	453730.42162235075	367387.95548530377	343070.8027636198	428650.13598720933	
74470.37577729311	96899.87633491367	91491.75141653596	92640.56228179467	87830.94469738026	195757.83710014322	
390.63296516655	3517.490824540283	101826.73223695376	72539.23884402499	67064.03167835713	132606.02523775355	
7538.349825868272	124316.03492796222	82183.51293549807	85778.61817418736	95679.52096569129	188622.3535885887	
12121.405184178466	84631.9919429527	75198.75353373418	61926.95601523357	192561.4273827378	148918.47134007738	
3018.9113564924896	178610.95034762763	162863.96981068622	253919.0135669191	228839.83704999601	287959.96729041386	
18278.82131065303	171415.88844582147	245716.42443172965	166134.13352677383	197381.96544748268	170748.46927058528	
33239.44284980587	203618.74234613395	191181.22450003802	142660.77646529136	159505.67323363738	136753.0152460919	
38187.954696608795	69381.38005394443	170041.51068961836	134493.57880688354	114609.66814069646	193588.28495886922	
